0	3	9776
2	3	9776
5	3	9776
43	3	9776
46	3	9776
62	3	9777
89	3	9777
97	3	9776
124	3	9776
130	3	9776
136	3	9776
184	3	9776
190	3	9775
197	3	9775
201	3	9775
224	3	9758
257	3	9775
275	3	9775
291	3	9776
307	3	9775
314	3	9775
320	3	9775
325	3	9775
367	3	9775
384	3	9774
398	3	9774
418	3	9774
436	3	9774
461	3	9774
476	3	9774
484	3	9774
485	3	9774
508	3	9771
509	3	9770
510	3	9772
513	3	9721
520	3	9777
546	3	9777
551	3	9777
559	3	9777
592	3	9777
594	3	9777
615	3	9777
632	3	9777
701	3	9720
705	3	9722
720	3	9719
723	3	9728
734	3	9720
767	3	9756
781	3	9749
782	3	9726
783	3	9744
786	3	9722
787	3	9758
788	3	9752
789	3	9732
797	3	9777
801	3	9777
810	3	9777
815	3	9752
819	3	9760
827	3	9773
828	3	9767
830	3	9773
835	3	9763
855	3	9770
862	3	9756
897	3	9761
898	3	9768
899	3	9762
906	3	9752
908	3	9760
910	3	9764
913	3	9771
914	3	9760
919	3	9741
920	3	9761
922	3	9768
924	3	9770
926	3	9733
938	3	9765
954	3	9714
956	3	9761
963	3	9774
968	3	9766
973	3	9767
976	3	9755
980	3	9721
989	3	9770
995	3	9763
1035	3	9703
1059	3	9773
1075	3	9773
1083	3	9773
1109	3	9778
1125	3	9778
1145	3	9778
1153	3	9778
1170	3	9778
1180	3	9778
1182	3	9778
1189	3	9763
1217	3	9778
1219	3	9778
1223	3	9778
1234	3	9778
1260	3	9778
1297	3	9779
1318	3	9779
1325	3	9778
1331	3	9779
1332	3	9779
1400	3	9779
1406	3	9711
1430	3	9757
1443	3	9767
1474	3	9768
1479	3	9766
1486	3	9771
1492	3	9723
1502	3	9779
1504	3	9766
1515	3	9767
1516	3	9767
1521	3	9770
1525	3	9779
1542	3	9748
1552	3	9758
1555	3	9766
1556	3	9772
1558	3	9740
1561	3	9727
1566	3	9763
1575	3	9765
1576	3	9759
1594	3	9754
1596	3	9763
1598	3	9767
1600	3	9766
1616	3	9765
1627	3	9769
1643	3	9769
1673	3	9773
1686	3	9773
1690	3	9779
1703	3	9771
1733	3	9779
1742	3	9779
1754	3	9779
1767	3	9714
1787	3	9779
1789	3	9779
1795	3	9779
1805	3	9765
1813	3	9766
1825	3	9779
1841	3	9767
1849	3	9755
1857	3	9767
1865	3	9767
1873	3	9779
1882	3	9780
1903	3	9757
1904	3	9749
1916	3	9779
1938	3	9780
1945	3	9780
1956	3	9779
1970	3	9771
1971	3	9780
1978	3	9780
1985	3	9759
1986	3	9761
1989	3	9712
1990	3	9712
1993	3	9722
1996	3	9756
2019	3	9779
2027	3	9780
2037	3	9765
2076	3	9780
2102	3	9769
2125	3	9780
2144	3	9780
2156	3	9762
2181	3	9720
2192	3	9771
2214	3	9748
2216	3	9745
2217	3	9744
2218	3	9743
2224	3	9780
2246	3	9768
2248	3	9769
2252	3	9754
2254	3	9746
2257	3	9780
2284	3	9768
2285	3	9754
2300	3	9780
2301	3	9780
2308	3	9743
2370	3	9780
2386	3	9750
2392	3	9780
2429	3	9773
2432	3	9773
2438	3	9773
2458	3	9781
2523	3	9772
2568	3	9772
2569	3	9774
2570	3	9765
2576	3	9768
2578	3	9774
2599	3	9766
2604	3	9772
2632	3	9768
2670	3	9781
2692	3	9781
2709	3	9755
2729	3	9755
2760	3	9760
2761	3	9762
2784	3	9752
2794	3	9767
2798	3	9781
2832	3	9781
2843	3	9772
2987	3	9767
3668	3	9751
277	3	9775
1283	3	9778
4607	3	9784
5294	3	9785
6235	3	9787
6297	3	9787
6692	3	9789
6783	3	9789
6992	3	9790
7136	3	9790
7240	3	9791
7305	3	9791
7354	3	9791
7397	3	9791
7418	3	9791
7571	3	9791
7678	3	9792
7749	3	9793
7757	3	9792
8044	3	9793
8285	3	9794
8356	3	9795
8446	3	9795
8489	3	9795
8530	3	9796
8659	3	9796
8806	3	9796
30	3	9776
545	3	9777
565	3	9776
585	3	9777
656	3	9777
696	3	9745
831	3	9772
852	3	9762
961	3	9759
970	3	9751
999	3	9770
