50588	0	65377
10711	0	65364
57598	0	65435
48364	0	65364
31473	0	65364
11924	0	65491
43541	0	65524
54773	0	65435
16125	0	65317
32487	0	65435
64930	0	65364
56563	0	65257
33065	0	65364
20403	0	65364
9646	0	65364
50680	0	65377
28470	0	65317
14280	0	65499
53527	0	65257
21247	0	65491
65001	0	65435
41896	0	65499
28601	0	65257
36084	0	65435
60554	0	65491
62481	0	65377
59629	0	65349
54966	0	65377
52619	0	65435
6586	0	65364
37358	0	65435
56228	0	65317
33422	0	65509
57123	0	65435
40017	0	65349
45161	0	65524
56361	0	65435
59085	0	65491
13367	0	65377
63900	0	65377
37387	0	65435
35374	0	65435
63097	0	65377
18808	0	65377
43629	0	65349
45824	0	65491
36420	0	65377
34876	0	65509
34565	0	65491
30272	0	65323
11268	0	65349
64884	0	65509
28355	0	65364
56040	0	65377
42489	0	65257
33386	0	65499
37719	0	65420
931	0	65349
43984	0	65499
16443	0	65377
60743	0	65257
19374	0	65491
26612	0	65509
47928	0	65377
23005	0	65377
5044	0	65257
30210	0	65377
358	0	65491
23283	0	65349
986	0	65349
47097	0	65349
13578	0	65377
52654	0	65491
22656	0	65317
6785	0	65349
17269	0	65323
45939	0	65519
56417	0	65519
30145	0	65323
60805	0	65491
23113	0	65349
33884	0	65377
6489	0	65257
10183	0	65257
3717	0	65377
56504	0	65524
57628	0	65435
28962	0	65323
28654	0	65257
56854	0	65420
19102	0	65491
64168	0	65491
10725	0	65377
14398	0	65349
58898	0	65323
46212	0	65499
41873	0	65364
38580	0	65435
50029	0	65377
37960	0	65491
47427	0	65364
63223	0	65257
3979	0	65519
33131	0	65377
49777	0	65364
26856	0	65377
25895	0	65323
45936	0	65377
40026	0	65364
4285	0	65435
7286	0	65435
14089	0	65491
16028	0	65349
11207	0	65377
9327	0	65377
62064	0	65491
1850	0	65435
50485	0	65491
32416	0	65323
26528	0	65377
38514	0	65377
35530	0	65364
29802	0	65323
49698	0	65377
1872	0	65323
10448	0	65257
23827	0	65349
41351	0	65435
23783	0	65349
57066	0	65364
42926	0	65323
52999	0	65364
19129	0	65349
16862	0	65524
46031	0	65426
34462	0	65435
10987	0	65491
39103	0	65377
56152	0	65491
41780	0	65377
28133	0	65435
1514	0	65364
3964	0	65377
16021	0	65491
55435	0	65435
22487	0	65491
60660	0	65364
39968	0	65435
49493	0	65257
22547	0	65349
46495	0	65349
63008	0	65499
43750	0	65377
4642	0	65349
56206	0	65364
1	0	65364
40924	0	65519
34610	0	65317
57684	0	65323
12506	0	65377
16563	0	65435
61343	0	65364
7147	0	65519
28464	0	65323
14875	0	65377
37206	0	65377
55327	0	65377
6094	0	65364
58597	0	65317
27869	0	65323
10164	0	65323
7826	0	65426
42304	0	65435
9209	0	65349
34609	0	65323
23515	0	65491
30514	0	65377
32768	0	65499
63785	0	65257
18273	0	65491
23188	0	65364
51564	0	65257
51799	0	65435
48590	0	65377
29406	0	65257
31455	0	65364
2714	0	65420
17113	0	65519
36353	0	65377
32932	0	65323
16558	0	65491
65180	0	65323
17298	0	65420
16897	0	65377
57425	0	65377
55233	0	65491
53257	0	65377
64144	0	65435
6281	0	65323
59648	0	65377
46428	0	65491
35411	0	65349
4315	0	65491
58423	0	65377
19603	0	65519
44720	0	65435
56443	0	65349
30472	0	65524
15487	0	65377
37484	0	65491
1772	0	65323
19685	0	65377
15417	0	65420
28501	0	65491
18630	0	65257
56895	0	65377
2713	0	65377
64988	0	65491
600	0	65435
12039	0	65499
53501	0	65323
40947	0	65257
55416	0	65377
10572	0	65323
29434	0	65377
61498	0	65317
20625	0	65435
16696	0	65491
34678	0	65323
56866	0	65317
33502	0	65519
39845	0	65257
25019	0	65377
34968	0	65426
53497	0	65377
26805	0	65349
28090	0	65377
33122	0	65491
9002	0	65377
4494	0	65257
2315	0	65377
53416	0	65499
19209	0	65257
42833	0	65491
47256	0	65491
6754	0	65491
18961	0	65377
3675	0	65323
62293	0	65435
43484	0	65491
27471	0	65509
51100	0	65491
44257	0	65426
29903	0	65491
19328	0	65257
61354	0	65435
43744	0	65426
60461	0	65349
30462	0	65426
19043	0	65349
27120	0	65435
64127	0	65349
5840	0	65323
25737	0	65524
50277	0	65491
62763	0	65377
23092	0	65257
23949	0	65377
22607	0	65377
10546	0	65317
43083	0	65377
33058	0	65349
7900	0	65323
20041	0	65435
43554	0	65377
20493	0	65323
57873	0	65435
52823	0	65364
56603	0	65349
10293	0	65491
11917	0	65426
28639	0	65349
37686	0	65349
11684	0	65349
63903	0	65364
420	0	65364
16521	0	65364
62963	0	65435
56076	0	65519
53704	0	65317
9873	0	65491
12271	0	65420
6705	0	65364
13264	0	65377
19804	0	65435
37928	0	65349
56756	0	65377
50696	0	65377
40926	0	65364
38844	0	65377
8097	0	65491
51625	0	65323
62309	0	65257
46030	0	65257
11939	0	65377
12650	0	65364
22239	0	65499
31553	0	65377
26604	0	65257
52046	0	65377
139	0	65317
44622	0	65499
6512	0	65317
24454	0	65349
65129	0	65364
40765	0	65364
61391	0	65349
15728	0	65499
28557	0	65519
62109	0	65499
45271	0	65364
17370	0	65364
10033	0	65435
46226	0	65377
31816	0	65491
1293	0	65519
42074	0	65257
39438	0	65257
25454	0	65364
8449	0	65364
61363	0	65491
43896	0	65509
53324	0	65377
39899	0	65435
49973	0	65491
36300	0	65420
53947	0	65364
48962	0	65349
40477	0	65323
33569	0	65377
54729	0	65420
8258	0	65323
17340	0	65491
59191	0	65499
54747	0	65524
54910	0	65364
26938	0	65435
59614	0	65377
31064	0	65491
26066	0	65435
9839	0	65364
13373	0	65377
56762	0	65377
14223	0	65499
3320	0	65377
12022	0	65257
24039	0	65435
38767	0	65491
2975	0	65377
36232	0	65377
8905	0	65435
26137	0	65364
44678	0	65349
36566	0	65491
42185	0	65499
50376	0	65491
49834	0	65377
32597	0	65435
25970	0	65323
7517	0	65377
62262	0	65364
23921	0	65519
5121	0	65377
43119	0	65349
37187	0	65435
44778	0	65509
248	0	65519
8157	0	65364
11232	0	65435
52307	0	65435
12571	0	65364
30819	0	65491
58653	0	65364
43738	0	65491
11803	0	65377
41431	0	65435
32818	0	65435
12495	0	65524
31754	0	65323
41250	0	65499
2933	0	65524
49583	0	65435
35810	0	65377
37741	0	65435
43751	0	65364
53972	0	65364
61851	0	65364
62702	0	65377
25278	0	65499
37853	0	65435
57679	0	65323
51732	0	65435
36140	0	65257
36822	0	65364
34732	0	65323
62355	0	65435
57476	0	65257
10117	0	65257
33160	0	65491
42580	0	65491
34095	0	65435
13620	0	65377
16715	0	65349
63220	0	65435
56594	0	65377
21723	0	65317
31890	0	65435
22104	0	65435
59706	0	65435
47255	0	65435
54944	0	65257
2433	0	65435
9727	0	65323
39084	0	65377
